State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Puerto Rico,2/1/2020,1998,1/25/2020,23857,852292,2.8
Puerto Rico,2/8/2020,1770,2/1/2020,23157,852292,2.72
Puerto Rico,2/15/2020,1588,2/8/2020,21114,852292,2.48
Puerto Rico,2/22/2020,1390,2/15/2020,20765,852292,2.44
Puerto Rico,2/29/2020,1296,2/22/2020,19480,852292,2.29
Puerto Rico,3/7/2020,1343,2/29/2020,18657,852292,2.19
Puerto Rico,3/14/2020,1172,3/7/2020,18704,852292,2.19
Puerto Rico,3/21/2020,20148,3/14/2020,15239,852292,1.79
Puerto Rico,3/28/2020,45394,3/21/2020,19230,852292,2.26
Rhode Island,1/5/2019,2334,12/29/2018,11659,467599,2.49
Rhode Island,1/12/2019,1679,1/5/2019,11689,468635,2.49
Rhode Island,1/19/2019,1506,1/12/2019,11874,468635,2.53
Rhode Island,1/26/2019,1404,1/19/2019,11414,468635,2.44
Rhode Island,2/2/2019,1454,1/26/2019,12230,468635,2.61
Rhode Island,2/9/2019,898,2/2/2019,12088,468635,2.58
Rhode Island,2/16/2019,1029,2/9/2019,12060,468635,2.57
Rhode Island,2/23/2019,1899,2/16/2019,11983,468635,2.56
Rhode Island,3/2/2019,799,2/23/2019,13127,468635,2.8
Rhode Island,3/9/2019,750,3/2/2019,11785,468635,2.51
Rhode Island,3/16/2019,887,3/9/2019,11800,468635,2.52
Rhode Island,3/23/2019,758,3/16/2019,11497,468635,2.45
Rhode Island,3/30/2019,671,3/23/2019,11026,468635,2.35
Rhode Island,4/6/2019,669,3/30/2019,10112,468635,2.16
Rhode Island,4/13/2019,751,4/6/2019,8866,469624,1.89
Rhode Island,4/20/2019,3584,4/13/2019,8010,469624,1.71
Rhode Island,4/27/2019,1118,4/20/2019,9787,469624,2.08
Rhode Island,5/4/2019,630,4/27/2019,7449,469624,1.59
Rhode Island,5/11/2019,731,5/4/2019,6945,469624,1.48
Rhode Island,5/18/2019,713,5/11/2019,6794,469624,1.45
Rhode Island,5/25/2019,684,5/18/2019,6951,469624,1.48
Rhode Island,6/1/2019,472,5/25/2019,6552,469624,1.4
Rhode Island,6/8/2019,747,6/1/2019,6602,469624,1.41
Rhode Island,6/15/2019,1152,6/8/2019,6378,469624,1.36
Rhode Island,6/22/2019,1805,6/15/2019,6632,469624,1.41
Rhode Island,6/29/2019,1648,6/22/2019,7943,469624,1.69
Rhode Island,7/6/2019,1364,6/29/2019,8636,469624,1.84
Rhode Island,7/13/2019,861,7/6/2019,9404,470608,2
Rhode Island,7/20/2019,692,7/13/2019,9075,470608,1.93
Rhode Island,7/27/2019,646,7/20/2019,8729,470608,1.85
Rhode Island,8/3/2019,695,7/27/2019,8607,470608,1.83
Rhode Island,8/10/2019,730,8/3/2019,8417,470608,1.79
Rhode Island,8/17/2019,872,8/10/2019,8335,470608,1.77
Rhode Island,8/24/2019,753,8/17/2019,8488,470608,1.8
Rhode Island,8/31/2019,617,8/24/2019,8363,470608,1.78
Rhode Island,9/7/2019,640,8/31/2019,6806,470608,1.45
Rhode Island,9/14/2019,735,9/7/2019,5683,470608,1.21
Rhode Island,9/21/2019,662,9/14/2019,5574,470608,1.18
Rhode Island,9/28/2019,530,9/21/2019,5413,470608,1.15
Rhode Island,10/5/2019,571,9/28/2019,5238,470608,1.11
Rhode Island,10/12/2019,890,10/5/2019,5098,471911,1.08
Rhode Island,10/19/2019,655,10/12/2019,5258,471911,1.11
Rhode Island,10/26/2019,700,10/19/2019,5339,471911,1.13
Rhode Island,11/2/2019,796,10/26/2019,5354,471911,1.13
Rhode Island,11/9/2019,864,11/2/2019,5482,471911,1.16
Rhode Island,11/16/2019,793,11/9/2019,5649,471911,1.2
Rhode Island,11/23/2019,839,11/16/2019,5960,471911,1.26
Rhode Island,11/30/2019,981,11/23/2019,6158,471911,1.3
Rhode Island,12/7/2019,1523,11/30/2019,6668,471911,1.41
Rhode Island,12/14/2019,1338,12/7/2019,7275,471911,1.54
Rhode Island,12/21/2019,1719,12/14/2019,7794,471911,1.65
Rhode Island,12/28/2019,3661,12/21/2019,8327,471911,1.76
Rhode Island,1/4/2020,1972,12/28/2019,12109,471911,2.57
Rhode Island,1/11/2020,1817,1/4/2020,12299,472874,2.6
Rhode Island,1/18/2020,1194,1/11/2020,10987,472874,2.32
Rhode Island,1/25/2020,1048,1/18/2020,10750,472874,2.27
Rhode Island,2/1/2020,971,1/25/2020,11042,472874,2.34
Rhode Island,2/8/2020,959,2/1/2020,11051,472874,2.34
Rhode Island,2/15/2020,996,2/8/2020,11164,472874,2.36
Rhode Island,2/22/2020,1921,2/15/2020,11199,472874,2.37
Rhode Island,2/29/2020,874,2/22/2020,12384,472874,2.62
Rhode Island,3/7/2020,700,2/29/2020,11130,472874,2.35
Rhode Island,3/14/2020,1108,3/7/2020,10692,472874,2.26
Rhode Island,3/21/2020,35847,3/14/2020,10857,472874,2.3
Rhode Island,3/28/2020,27800,3/21/2020,31847,472874,6.73
South Carolina,1/5/2019,5914,12/29/2018,18157,2012123,0.9
South Carolina,1/12/2019,4861,1/5/2019,19958,2028029,0.98
South Carolina,1/19/2019,2983,1/12/2019,18812,2028029,0.93
South Carolina,1/26/2019,2115,1/19/2019,17485,2028029,0.86
South Carolina,2/2/2019,2278,1/26/2019,17398,2028029,0.86
South Carolina,2/9/2019,2084,2/2/2019,16979,2028029,0.84
South Carolina,2/16/2019,1769,2/9/2019,16499,2028029,0.81
South Carolina,2/23/2019,2079,2/16/2019,16331,2028029,0.81
South Carolina,3/2/2019,2133,2/23/2019,15989,2028029,0.79
South Carolina,3/9/2019,1807,3/2/2019,14860,2028029,0.73
South Carolina,3/16/2019,2077,3/9/2019,14436,2028029,0.71
South Carolina,3/23/2019,1733,3/16/2019,14365,2028029,0.71
South Carolina,3/30/2019,1808,3/23/2019,14105,2028029,0.7
South Carolina,4/6/2019,2109,3/30/2019,14039,2028029,0.69
South Carolina,4/13/2019,2038,4/6/2019,13534,2042923,0.66
South Carolina,4/20/2019,1871,4/13/2019,13119,2042923,0.64
South Carolina,4/27/2019,2119,4/20/2019,13398,2042923,0.66
South Carolina,5/4/2019,1918,4/27/2019,13099,2042923,0.64
South Carolina,5/11/2019,1953,5/4/2019,12723,2042923,0.62
South Carolina,5/18/2019,2001,5/11/2019,13036,2042923,0.64
South Carolina,5/25/2019,1993,5/18/2019,13304,2042923,0.65
South Carolina,6/1/2019,1799,5/25/2019,13591,2042923,0.67
South Carolina,6/8/2019,3003,6/1/2019,14034,2042923,0.69
South Carolina,6/15/2019,2506,6/8/2019,14434,2042923,0.71
South Carolina,6/22/2019,2116,6/15/2019,14819,2042923,0.73
South Carolina,6/29/2019,2183,6/22/2019,15118,2042923,0.74
South Carolina,7/6/2019,1959,6/29/2019,15166,2042923,0.74
South Carolina,7/13/2019,3507,7/6/2019,16057,2058157,0.78
South Carolina,7/20/2019,2384,7/13/2019,15503,2058157,0.75
South Carolina,7/27/2019,1867,7/20/2019,16004,2058157,0.78
South Carolina,8/3/2019,2432,7/27/2019,15896,2058157,0.77
South Carolina,8/10/2019,2058,8/3/2019,15743,2058157,0.76
South Carolina,8/17/2019,1873,8/10/2019,15559,2058157,0.76
South Carolina,8/24/2019,1941,8/17/2019,15183,2058157,0.74
South Carolina,8/31/2019,1869,8/24/2019,14280,2058157,0.69
South Carolina,9/7/2019,1524,8/31/2019,13567,2058157,0.66
South Carolina,9/14/2019,2770,9/7/2019,14297,2058157,0.69
South Carolina,9/21/2019,1916,9/14/2019,13265,2058157,0.64
South Carolina,9/28/2019,1970,9/21/2019,13119,2058157,0.64
South Carolina,10/5/2019,2359,9/28/2019,13277,2058157,0.65
South Carolina,10/12/2019,2157,10/5/2019,13037,2070232,0.63
South Carolina,10/19/2019,1988,10/12/2019,13356,2070232,0.65
South Carolina,10/26/2019,2066,10/19/2019,13215,2070232,0.64
South Carolina,11/2/2019,2050,10/26/2019,13422,2070232,0.65
South Carolina,11/9/2019,3380,11/2/2019,13774,2070232,0.67
South Carolina,11/16/2019,2205,11/9/2019,13829,2070232,0.67
South Carolina,11/23/2019,2496,11/16/2019,14164,2070232,0.68
South Carolina,11/30/2019,1548,11/23/2019,13783,2070232,0.67
South Carolina,12/7/2019,3965,11/30/2019,15338,2070232,0.74
South Carolina,12/14/2019,2495,12/7/2019,14731,2070232,0.71
South Carolina,12/21/2019,2931,12/14/2019,15119,2070232,0.73
South Carolina,12/28/2019,2181,12/21/2019,15271,2070232,0.74
South Carolina,1/4/2020,7471,12/28/2019,18922,2070232,0.91
South Carolina,1/11/2020,4629,1/4/2020,21587,2077535,1.04
South Carolina,1/18/2020,3126,1/11/2020,18780,2077535,0.9
South Carolina,1/25/2020,2248,1/18/2020,17113,2077535,0.82
South Carolina,2/1/2020,2099,1/25/2020,17061,2077535,0.82
South Carolina,2/8/2020,2054,2/1/2020,16669,2077535,0.8
South Carolina,2/15/2020,2088,2/8/2020,16547,2077535,0.8
South Carolina,2/22/2020,1824,2/15/2020,16239,2077535,0.78
South Carolina,2/29/2020,1977,2/22/2020,15779,2077535,0.76
South Carolina,3/7/2020,1889,2/29/2020,15341,2077535,0.74
South Carolina,3/14/2020,2093,3/7/2020,15032,2077535,0.72
South Carolina,3/21/2020,31826,3/14/2020,15111,2077535,0.73
South Carolina,3/28/2020,66475,3/21/2020,30341,2077535,1.46
South Dakota,1/5/2019,354,12/29/2018,2777,412446,0.67
South Dakota,1/12/2019,548,1/5/2019,3022,413159,0.73
South Dakota,1/19/2019,331,1/12/2019,3085,413159,0.75
South Dakota,1/26/2019,274,1/19/2019,3140,413159,0.76
South Dakota,2/2/2019,318,1/26/2019,3283,413159,0.79
South Dakota,2/9/2019,334,2/2/2019,3375,413159,0.82
South Dakota,2/16/2019,280,2/9/2019,3352,413159,0.81
South Dakota,2/23/2019,239,2/16/2019,3401,413159,0.82
South Dakota,3/2/2019,221,2/23/2019,3346,413159,0.81
South Dakota,3/9/2019,214,3/2/2019,3421,413159,0.83
South Dakota,3/16/2019,143,3/9/2019,3312,413159,0.8
South Dakota,3/23/2019,171,3/16/2019,3249,413159,0.79
South Dakota,3/30/2019,149,3/23/2019,2922,413159,0.71
South Dakota,4/6/2019,143,3/30/2019,2666,413159,0.65
South Dakota,4/13/2019,81,4/6/2019,2127,414529,0.51
South Dakota,4/20/2019,179,4/13/2019,1955,414529,0.47
South Dakota,4/27/2019,126,4/20/2019,1673,414529,0.4
South Dakota,5/4/2019,167,4/27/2019,1359,414529,0.33
South Dakota,5/11/2019,187,5/4/2019,1183,414529,0.29
South Dakota,5/18/2019,164,5/11/2019,1114,414529,0.27
South Dakota,5/25/2019,280,5/18/2019,1050,414529,0.25
South Dakota,6/1/2019,205,5/25/2019,1117,414529,0.27
South Dakota,6/8/2019,208,6/1/2019,1183,414529,0.29
South Dakota,6/15/2019,204,6/8/2019,1017,414529,0.25
South Dakota,6/22/2019,157,6/15/2019,1041,414529,0.25
South Dakota,6/29/2019,180,6/22/2019,1044,414529,0.25
South Dakota,7/6/2019,152,6/29/2019,967,414529,0.23
South Dakota,7/13/2019,204,7/6/2019,1195,415624,0.29
South Dakota,7/20/2019,204,7/13/2019,1117,415624,0.27
South Dakota,7/27/2019,150,7/20/2019,1174,415624,0.28
South Dakota,8/3/2019,136,7/27/2019,1137,415624,0.27
South Dakota,8/10/2019,134,8/3/2019,1084,415624,0.26
South Dakota,8/17/2019,158,8/10/2019,1090,415624,0.26
South Dakota,8/24/2019,144,8/17/2019,1038,415624,0.25
South Dakota,8/31/2019,122,8/24/2019,876,415624,0.21
South Dakota,9/7/2019,103,8/31/2019,812,415624,0.2
South Dakota,9/14/2019,151,9/7/2019,825,415624,0.2
South Dakota,9/21/2019,124,9/14/2019,846,415624,0.2
South Dakota,9/28/2019,147,9/21/2019,804,415624,0.19
South Dakota,10/5/2019,185,9/28/2019,804,415624,0.19
South Dakota,10/12/2019,156,10/5/2019,785,416296,0.19
South Dakota,10/19/2019,174,10/12/2019,792,416296,0.19
South Dakota,10/26/2019,206,10/19/2019,856,416296,0.21
South Dakota,11/2/2019,273,10/26/2019,863,416296,0.21
South Dakota,11/9/2019,318,11/2/2019,944,416296,0.23
South Dakota,11/16/2019,406,11/9/2019,1105,416296,0.27
South Dakota,11/23/2019,359,11/16/2019,1294,416296,0.31
South Dakota,11/30/2019,328,11/23/2019,1402,416296,0.34
South Dakota,12/7/2019,630,11/30/2019,1717,416296,0.41
South Dakota,12/14/2019,529,12/7/2019,2019,416296,0.48
South Dakota,12/21/2019,489,12/14/2019,2361,416296,0.57
South Dakota,12/28/2019,241,12/21/2019,2416,416296,0.58
South Dakota,1/4/2020,398,12/28/2019,2798,416296,0.67
South Dakota,1/11/2020,468,1/4/2020,2970,417030,0.71
South Dakota,1/18/2020,338,1/11/2020,2995,417030,0.72
South Dakota,1/25/2020,291,1/18/2020,3071,417030,0.74
South Dakota,2/1/2020,217,1/25/2020,3155,417030,0.76
South Dakota,2/8/2020,223,2/1/2020,3117,417030,0.75
South Dakota,2/15/2020,194,2/8/2020,3196,417030,0.77
South Dakota,2/22/2020,191,2/15/2020,3164,417030,0.76
South Dakota,2/29/2020,159,2/22/2020,3116,417030,0.75
South Dakota,3/7/2020,185,2/29/2020,3059,417030,0.73
South Dakota,3/14/2020,190,3/7/2020,2870,417030,0.69
South Dakota,3/21/2020,1761,3/14/2020,2674,417030,0.64
South Dakota,3/28/2020,6801,3/21/2020,3538,417030,0.85
Tennessee,1/5/2019,3465,12/29/2018,21362,3198199,0.67
Tennessee,1/12/2019,3898,1/5/2019,20964,3209282,0.65
Tennessee,1/19/2019,2859,1/12/2019,20313,3209282,0.63
Tennessee,1/26/2019,2392,1/19/2019,20121,3209282,0.63
Tennessee,2/2/2019,2463,1/26/2019,20243,3209282,0.63
Tennessee,2/9/2019,2252,2/2/2019,20014,3209282,0.62
Tennessee,2/16/2019,2133,2/9/2019,19790,3209282,0.62
Tennessee,2/23/2019,2129,2/16/2019,19576,3209282,0.61
Tennessee,3/2/2019,2136,2/23/2019,20041,3209282,0.62
Tennessee,3/9/2019,2027,3/2/2019,19103,3209282,0.6
Tennessee,3/16/2019,2248,3/9/2019,18153,3209282,0.57
Tennessee,3/23/2019,2367,3/16/2019,17699,3209282,0.55
Tennessee,3/30/2019,2485,3/23/2019,17614,3209282,0.55
Tennessee,4/6/2019,4318,3/30/2019,16781,3209282,0.52
Tennessee,4/13/2019,2164,4/6/2019,17942,3222597,0.56
Tennessee,4/20/2019,1961,4/13/2019,15172,3222597,0.47
Tennessee,4/27/2019,2106,4/20/2019,14715,3222597,0.46
Tennessee,5/4/2019,2154,4/27/2019,15562,3222597,0.48
Tennessee,5/11/2019,2421,5/4/2019,14554,3222597,0.45
Tennessee,5/18/2019,2546,5/11/2019,15247,3222597,0.47
Tennessee,5/25/2019,2977,5/18/2019,15825,3222597,0.49
Tennessee,6/1/2019,3865,5/25/2019,16966,3222597,0.53
Tennessee,6/8/2019,2889,6/1/2019,18681,3222597,0.58
Tennessee,6/15/2019,2363,6/8/2019,19297,3222597,0.6
Tennessee,6/22/2019,2323,6/15/2019,19459,3222597,0.6
Tennessee,6/29/2019,2904,6/22/2019,20118,3222597,0.62
Tennessee,7/6/2019,2995,6/29/2019,20367,3222597,0.63
Tennessee,7/13/2019,2706,7/6/2019,21734,3235868,0.67
Tennessee,7/20/2019,2233,7/13/2019,20652,3235868,0.64
Tennessee,7/27/2019,2198,7/20/2019,20514,3235868,0.63
Tennessee,8/3/2019,2282,7/27/2019,20495,3235868,0.63
Tennessee,8/10/2019,1997,8/3/2019,20176,3235868,0.62
Tennessee,8/17/2019,1893,8/10/2019,17668,3235868,0.55
Tennessee,8/24/2019,1994,8/17/2019,16610,3235868,0.51
Tennessee,8/31/2019,2221,8/24/2019,16597,3235868,0.51
Tennessee,9/7/2019,2124,8/31/2019,15889,3235868,0.49
Tennessee,9/14/2019,2104,9/7/2019,16248,3235868,0.5
Tennessee,9/21/2019,3295,9/14/2019,15831,3235868,0.49
Tennessee,9/28/2019,2924,9/21/2019,16770,3235868,0.52
Tennessee,10/5/2019,2880,9/28/2019,18120,3235868,0.56
Tennessee,10/12/2019,3186,10/5/2019,17866,3250062,0.55
Tennessee,10/19/2019,3046,10/12/2019,18737,3250062,0.58
Tennessee,10/26/2019,2270,10/19/2019,18643,3250062,0.57
Tennessee,11/2/2019,2161,10/26/2019,17970,3250062,0.55
Tennessee,11/9/2019,2481,11/2/2019,15686,3250062,0.48
Tennessee,11/16/2019,2159,11/9/2019,15384,3250062,0.47
Tennessee,11/23/2019,2161,11/16/2019,15588,3250062,0.48
Tennessee,11/30/2019,2034,11/23/2019,15429,3250062,0.47
Tennessee,12/7/2019,3310,11/30/2019,16809,3250062,0.52
Tennessee,12/14/2019,2476,12/7/2019,16589,3250062,0.51
Tennessee,12/21/2019,3253,12/14/2019,17212,3250062,0.53
Tennessee,12/28/2019,4590,12/21/2019,17634,3250062,0.54
Tennessee,1/4/2020,3084,12/28/2019,22163,3250062,0.68
Tennessee,1/11/2020,3711,1/4/2020,22398,3263988,0.69
Tennessee,1/18/2020,3093,1/11/2020,20441,3263988,0.63
Tennessee,1/25/2020,2484,1/18/2020,20786,3263988,0.64
Tennessee,2/1/2020,2362,1/25/2020,21364,3263988,0.65
Tennessee,2/8/2020,2161,2/1/2020,20670,3263988,0.63
Tennessee,2/15/2020,2140,2/8/2020,20485,3263988,0.63
Tennessee,2/22/2020,1855,2/15/2020,20139,3263988,0.62
Tennessee,2/29/2020,2014,2/22/2020,20413,3263988,0.63
Tennessee,3/7/2020,2032,2/29/2020,19035,3263988,0.58
Tennessee,3/14/2020,2702,3/7/2020,18450,3263988,0.57
Tennessee,3/21/2020,38077,3/14/2020,18350,3263988,0.56
Tennessee,3/28/2020,92500,3/21/2020,37541,3263988,1.15
Texas,1/5/2019,12905,12/29/2018,123402,11882030,1.04
Texas,1/12/2019,20493,1/5/2019,129887,11941735,1.09
Texas,1/19/2019,17453,1/12/2019,128985,11941735,1.08
Texas,1/26/2019,12479,1/19/2019,123476,11941735,1.03
Texas,2/2/2019,14161,1/26/2019,121027,11941735,1.01
Texas,2/9/2019,13526,2/2/2019,115008,11941735,0.96
Texas,2/16/2019,12388,2/9/2019,117176,11941735,0.98
Texas,2/23/2019,11766,2/16/2019,117832,11941735,0.99
Texas,3/2/2019,12099,2/23/2019,116340,11941735,0.97
Texas,3/9/2019,12760,3/2/2019,112808,11941735,0.94
Texas,3/16/2019,11580,3/9/2019,113456,11941735,0.95
Texas,3/23/2019,14382,3/16/2019,117994,11941735,0.99
Texas,3/30/2019,12327,3/23/2019,113639,11941735,0.95
Texas,4/6/2019,13093,3/30/2019,111714,11941735,0.94
Texas,4/13/2019,13868,4/6/2019,107707,12017875,0.9
Texas,4/20/2019,11439,4/13/2019,107033,12017875,0.89
Texas,4/27/2019,12084,4/20/2019,111704,12017875,0.93
Texas,5/4/2019,12748,4/27/2019,109585,12017875,0.91
Texas,5/11/2019,12959,5/4/2019,108102,12017875,0.9
Texas,5/18/2019,13807,5/11/2019,110505,12017875,0.92
Texas,5/25/2019,14355,5/18/2019,113260,12017875,0.94
Texas,6/1/2019,12773,5/25/2019,113823,12017875,0.95
Texas,6/8/2019,15186,6/1/2019,117425,12017875,0.98
Texas,6/15/2019,15081,6/8/2019,120357,12017875,1
Texas,6/22/2019,14494,6/15/2019,127130,12017875,1.06
Texas,6/29/2019,13655,6/22/2019,124259,12017875,1.03
Texas,7/6/2019,11598,6/29/2019,123852,12017875,1.03
Texas,7/13/2019,16144,7/6/2019,128079,12099046,1.06
Texas,7/20/2019,12958,7/13/2019,128199,12099046,1.06
Texas,7/27/2019,12265,7/20/2019,129557,12099046,1.07
Texas,8/3/2019,12915,7/27/2019,127475,12099046,1.05
Texas,8/10/2019,12816,8/3/2019,124234,12099046,1.03
Texas,8/17/2019,11694,8/10/2019,123607,12099046,1.02
Texas,8/24/2019,12619,8/17/2019,123914,12099046,1.02
Texas,8/31/2019,13048,8/24/2019,118901,12099046,0.98
Texas,9/7/2019,11500,8/31/2019,116035,12099046,0.96
Texas,9/14/2019,12273,9/7/2019,115892,12099046,0.96
Texas,9/21/2019,12440,9/14/2019,115497,12099046,0.95
Texas,9/28/2019,12691,9/21/2019,111924,12099046,0.93
Texas,10/5/2019,14146,9/28/2019,113493,12099046,0.94
Texas,10/12/2019,14342,10/5/2019,107905,12168097,0.89
Texas,10/19/2019,13058,10/12/2019,113394,12168097,0.93
Texas,10/26/2019,13183,10/19/2019,111596,12168097,0.92
Texas,11/2/2019,13861,10/26/2019,114549,12168097,0.94
Texas,11/9/2019,16393,11/2/2019,111391,12168097,0.92
Texas,11/16/2019,14335,11/9/2019,112751,12168097,0.93
Texas,11/23/2019,16139,11/16/2019,120254,12168097,0.99
Texas,11/30/2019,10359,11/23/2019,115092,12168097,0.95
Texas,12/7/2019,20649,11/30/2019,135760,12168097,1.12
Texas,12/14/2019,15037,12/7/2019,122185,12168097,1
Texas,12/21/2019,12589,12/14/2019,133899,12168097,1.1
Texas,12/28/2019,8947,12/21/2019,119380,12168097,0.98
Texas,1/4/2020,12367,12/28/2019,141473,12168097,1.16
Texas,1/11/2020,21902,1/4/2020,140768,12236594,1.15
Texas,1/18/2020,15783,1/11/2020,145126,12236594,1.19
Texas,1/25/2020,13070,1/18/2020,132656,12236594,1.08
Texas,2/1/2020,13818,1/25/2020,140826,12236594,1.15
Texas,2/8/2020,13869,2/1/2020,128666,12236594,1.05
Texas,2/15/2020,12790,2/8/2020,133475,12236594,1.09
Texas,2/22/2020,12047,2/15/2020,127275,12236594,1.04
Texas,2/29/2020,12692,2/22/2020,133247,12236594,1.09
Texas,3/7/2020,14355,2/29/2020,125252,12236594,1.02
Texas,3/14/2020,16176,3/7/2020,127905,12236594,1.05
Texas,3/21/2020,155426,3/14/2020,126427,12236594,1.03
Texas,3/28/2020,276185,3/21/2020,144697,12236594,1.18
Utah,1/5/2019,1679,12/29/2018,11336,1440218,0.79
Utah,1/12/2019,1810,1/5/2019,11985,1418868,0.84
Utah,1/19/2019,1484,1/12/2019,12262,1418868,0.86
Utah,1/26/2019,1229,1/19/2019,12501,1418868,0.88
Utah,2/2/2019,1164,1/26/2019,12346,1418868,0.87
Utah,2/9/2019,1179,2/2/2019,12150,1418868,0.86
Utah,2/16/2019,1134,2/9/2019,12068,1418868,0.85
Utah,2/23/2019,1018,2/16/2019,11869,1418868,0.84
Utah,3/2/2019,946,2/23/2019,11540,1418868,0.81
Utah,3/9/2019,980,3/2/2019,11152,1418868,0.79
Utah,3/16/2019,914,3/9/2019,10758,1418868,0.76
Utah,3/23/2019,873,3/16/2019,10130,1418868,0.71
Utah,3/30/2019,855,3/23/2019,9653,1418868,0.68
Utah,4/6/2019,1026,3/30/2019,9000,1418868,0.63
Utah,4/13/2019,1364,4/6/2019,8001,1431642,0.56
Utah,4/20/2019,1103,4/13/2019,8146,1431642,0.57
Utah,4/27/2019,1006,4/20/2019,7785,1431642,0.54
Utah,5/4/2019,927,4/27/2019,7362,1431642,0.51
Utah,5/11/2019,923,5/4/2019,7084,1431642,0.49
Utah,5/18/2019,898,5/11/2019,6906,1431642,0.48
Utah,5/25/2019,1053,5/18/2019,6854,1431642,0.48
Utah,6/1/2019,918,5/25/2019,6778,1431642,0.47
Utah,6/8/2019,993,6/1/2019,6723,1431642,0.47
Utah,6/15/2019,885,6/8/2019,6653,1431642,0.46
Utah,6/22/2019,918,6/15/2019,6832,1431642,0.48
Utah,6/29/2019,957,6/22/2019,6676,1431642,0.47
Utah,7/6/2019,861,6/29/2019,6550,1431642,0.46
Utah,7/13/2019,949,7/6/2019,6712,1443356,0.47
Utah,7/20/2019,834,7/13/2019,6566,1443356,0.45
Utah,7/27/2019,758,7/20/2019,6649,1443356,0.46
Utah,8/3/2019,842,7/27/2019,6502,1443356,0.45
Utah,8/10/2019,882,8/3/2019,6489,1443356,0.45
Utah,8/17/2019,826,8/10/2019,6360,1443356,0.44
Utah,8/24/2019,850,8/17/2019,6282,1443356,0.44
Utah,8/31/2019,821,8/24/2019,5965,1443356,0.41
Utah,9/7/2019,822,8/31/2019,5897,1443356,0.41
Utah,9/14/2019,892,9/7/2019,5754,1443356,0.4
Utah,9/21/2019,856,9/14/2019,5868,1443356,0.41
Utah,9/28/2019,927,9/21/2019,5913,1443356,0.41
Utah,10/5/2019,1022,9/28/2019,5814,1443356,0.4
Utah,10/12/2019,984,10/5/2019,5779,1454279,0.4
Utah,10/19/2019,913,10/12/2019,5842,1454279,0.4
Utah,10/26/2019,1045,10/19/2019,5985,1454279,0.41
Utah,11/2/2019,1167,10/26/2019,6184,1454279,0.43
Utah,11/9/2019,1449,11/2/2019,6449,1454279,0.44
Utah,11/16/2019,1298,11/9/2019,6864,1454279,0.47
Utah,11/23/2019,1402,11/16/2019,7360,1454279,0.51
Utah,11/30/2019,1755,11/23/2019,7783,1454279,0.54
Utah,12/7/2019,2196,11/30/2019,8628,1454279,0.59
Utah,12/14/2019,1706,12/7/2019,9750,1454279,0.67
Utah,12/21/2019,1623,12/14/2019,9881,1454279,0.68
Utah,12/28/2019,1284,12/21/2019,10416,1454279,0.72
Utah,1/4/2020,1518,12/28/2019,11328,1454279,0.78
Utah,1/11/2020,1834,1/4/2020,11787,1459679,0.81
Utah,1/18/2020,1458,1/11/2020,12061,1459679,0.83
Utah,1/25/2020,1271,1/18/2020,12061,1459679,0.83
Utah,2/1/2020,1290,1/25/2020,11872,1459679,0.81
Utah,2/8/2020,1303,2/1/2020,12187,1459679,0.83
Utah,2/15/2020,1097,2/8/2020,12131,1459679,0.83
Utah,2/22/2020,1008,2/15/2020,11960,1459679,0.82
Utah,2/29/2020,885,2/22/2020,11451,1459679,0.78
Utah,3/7/2020,1015,2/29/2020,11077,1459679,0.76
Utah,3/14/2020,1305,3/7/2020,10701,1459679,0.73
Utah,3/21/2020,19690,3/14/2020,10826,1459679,0.74
Utah,3/28/2020,28532,3/21/2020,24635,1459679,1.69
Vermont,1/5/2019,699,12/29/2018,5755,302514,1.9
Vermont,1/12/2019,674,1/5/2019,5718,302240,1.89
Vermont,1/19/2019,576,1/12/2019,5485,302240,1.81
Vermont,1/26/2019,528,1/19/2019,5307,302240,1.76
Vermont,2/2/2019,692,1/26/2019,5415,302240,1.79
Vermont,2/9/2019,500,2/2/2019,5353,302240,1.77
Vermont,2/16/2019,479,2/9/2019,5384,302240,1.78
Vermont,2/23/2019,656,2/16/2019,5183,302240,1.71
Vermont,3/2/2019,845,2/23/2019,5351,302240,1.77
Vermont,3/9/2019,430,3/2/2019,5445,302240,1.8
Vermont,3/16/2019,641,3/9/2019,5219,302240,1.73
Vermont,3/23/2019,499,3/16/2019,5147,302240,1.7
Vermont,3/30/2019,397,3/23/2019,4841,302240,1.6
Vermont,4/6/2019,519,3/30/2019,4675,302240,1.55
Vermont,4/13/2019,698,4/6/2019,4381,302624,1.45
Vermont,4/20/2019,944,4/13/2019,4399,302624,1.45
Vermont,4/27/2019,663,4/20/2019,4431,302624,1.46
Vermont,5/4/2019,380,4/27/2019,3875,302624,1.28
Vermont,5/11/2019,434,5/4/2019,3289,302624,1.09
Vermont,5/18/2019,528,5/11/2019,3179,302624,1.05
Vermont,5/25/2019,430,5/18/2019,3203,302624,1.06
Vermont,6/1/2019,405,5/25/2019,3000,302624,0.99
Vermont,6/8/2019,312,6/1/2019,3101,302624,1.02
Vermont,6/15/2019,335,6/8/2019,2789,302624,0.92
Vermont,6/22/2019,837,6/15/2019,2798,302624,0.92
Vermont,6/29/2019,603,6/22/2019,3092,302624,1.02
Vermont,7/6/2019,538,6/29/2019,3210,302624,1.06
